commento,valutazione,tossicita,tipo_tossicita,age_group,gender,utente_id,comment_cleaned,emoji_set,emoji_count,parole_maiusc,pos_tag,nrc_affect_dict,nrc_raw_scores,nrc_top_emotions,nrc_affect_frequencies,comm_polarita,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,comment_tokenized,comment_tok=2,comment_tok=3,comment_lemmatized,VAD_valence,VAD_arousal,VAD_dominance
I will hunt you down and eat you,A little violent,1,4,1,0,19,hunt eat,set(),0,[],"[('hunt', 'NN'), ('eat', 'NN')]",{'eat': ['positive']},{'positive': 1},"[('positive', 1.0)]","{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",0.0,-3.01,-3.945,-10.0149655,120.205,0.8,2.0,3.0,0.0,3.7357,"['hunt', 'eat']","[('hunt', 'eat')]",[],"['hunt', 'eat']",0.058,0.306,0.052
Mexico? They'll just cut your head off.,A little violent,1,4,2,1,20,mexico cut head,set(),0,[],"[('mexico', 'NN'), ('cut', 'NN'), ('head', 'NN')]",{},{},"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]","{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",0.0,5.246666666666666,0.4800000000000004,-0.1838763333333322,62.790000000000006,14.533333333333331,3.0,8.477225575051662,0.0,5.412133333333332,"['mexico', 'cut', 'head']","[('mexico', 'cut'), ('cut', 'head')]","[('mexico', 'cut', 'head')]","['mexico', 'cut', 'head']",0.0199999999999999,-0.038,-0.0489999999999999
Surrender your testicles within 30 seconds or we will open fire,A little violent,1,4,1,0,21,surrender testicles within seconds open fire,set(),0,[],"[('surrender', 'NN'), ('testicles', 'NNS'), ('within', 'IN'), ('seconds', 'NNS'), ('open', 'JJ'), ('fire', 'NN')]","{'surrender': ['fear', 'negative', 'sadness'], 'fire': ['fear']}","{'fear': 2, 'negative': 1, 'sadness': 1}","[('fear', 0.5)]","{'fear': 0.5, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.0, 'joy': 0.0}",0.0,12.316666666666666,12.184999999999995,17.487014166666675,17.445000000000025,15.733333333333333,56.0,10.745966692414834,3.0,10.824266666666665,"['surrender', 'testicles', 'within', 'seconds', 'open', 'fire']","[('surrender', 'testicles'), ('testicles', 'within'), ('within', 'seconds'), ('seconds', 'open'), ('open', 'fire')]","[('surrender', 'testicles', 'within'), ('testicles', 'within', 'seconds'), ('within', 'seconds', 'open'), ('seconds', 'open', 'fire')]","['surrender', 'testicle', 'within', 'second', 'open', 'fire']",-0.24,-0.0324999999999999,-0.1299999999999999
Haha Yoshi is gonna die,Non violent,0,4,2,0,22,haha yoshi going die,set(),0,[],"[('haha', 'NN'), ('yoshi', 'NN'), ('going', 'VBG'), ('die', 'NN')]","{'die': ['fear', 'negative', 'sadness']}","{'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]","{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",0.2,3.6700000000000017,0.5874999999999986,1.7917427500000045,75.87500000000001,1.6,4.0,3.0,0.0,8.0934,"['haha', 'yoshi', 'going', 'die']","[('haha', 'yoshi'), ('yoshi', 'going'), ('going', 'die')]","[('haha', 'yoshi', 'going'), ('yoshi', 'going', 'die')]","['haha', 'yoshi', 'go', 'die']",-0.1299999999999999,0.4353333333333333,-0.2466666666666666
OI YA SHAMEFUL GITZ! IT IZ PRONONCE! SAY IT RIGHT NEXT ‘IME! DO IT OR I’LL BLAST YA HEAD OFF WITH MY SHOOTA!,A little violent,1,4,3,1,23,oi ya shameful gitz iz prononce say right next ime blast ya head shoota,set(),0,"['OI', 'YA', 'SHAMEFUL', 'GITZ!', 'IT', 'IZ', 'PRONONCE!', 'SAY', 'IT', 'RIGHT', 'NEXT', '‘IME!', 'DO', 'IT', 'OR', 'I’LL', 'BLAST', 'YA', 'HEAD', 'OFF', 'WITH', 'MY', 'SHOOTA!']","[('oi', 'JJ'), ('ya', 'NN'), ('shameful', 'JJ'), ('gitz', 'NN'), ('iz', 'NN'), ('prononce', 'NN'), ('say', 'VBP'), ('right', 'JJ'), ('next', 'JJ'), ('ime', 'NN'), ('blast', 'NN'), ('ya', 'JJ'), ('head', 'NN'), ('shoota', 'NN')]","{'shameful': ['negative', 'sadness'], 'blast': ['anger', 'fear', 'negative', 'surprise']}","{'negative': 2, 'sadness': 1, 'anger': 1, 'fear': 1, 'surprise': 1}","[('negative', 0.3333333333333333)]","{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.16666666666666666, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.16666666666666666, 'disgust': 0.0, 'joy': 0.0}",0.1428571428571428,5.041428571428572,5.082857142857144,6.445201571428573,83.85357142857144,8.457142857142857,28.285714285714285,8.477225575051662,2.0,10.845114285714288,"['oi', 'ya', 'shameful', 'gitz', 'iz', 'prononce', 'say', 'right', 'next', 'ime', 'blast', 'ya', 'head', 'shoota']","[('oi', 'ya'), ('ya', 'shameful'), ('shameful', 'gitz'), ('gitz', 'iz'), ('iz', 'prononce'), ('prononce', 'say'), ('say', 'right'), ('right', 'next'), ('next', 'ime'), ('ime', 'blast'), ('blast', 'ya'), ('ya', 'head'), ('head', 'shoota')]","[('oi', 'ya', 'shameful'), ('ya', 'shameful', 'gitz'), ('shameful', 'gitz', 'iz'), ('gitz', 'iz', 'prononce'), ('iz', 'prononce', 'say'), ('prononce', 'say', 'right'), ('say', 'right', 'next'), ('right', 'next', 'ime'), ('next', 'ime', 'blast'), ('ime', 'blast', 'ya'), ('blast', 'ya', 'head'), ('ya', 'head', 'shoota')]","['oi', 'ya', 'shameful', 'gitz', 'iz', 'prononce', 'say', 'right', 'next', 'ime', 'blast', 'ya', 'head', 'shoota']",-0.1506666666666667,0.055,0.079
Death to capitalism,A little violent,1,4,3,1,23,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
If you tell people to go there you go to hell before you die,A little violent,1,4,2,0,25,tell people go go hell die,set(),0,[],"[('tell', 'NN'), ('people', 'NNS'), ('go', 'VBP'), ('go', 'VB'), ('hell', 'NN'), ('die', 'NN')]","{'hell': ['anger', 'disgust', 'fear', 'negative', 'sadness'], 'die': ['fear', 'negative', 'sadness']}","{'anger': 1, 'disgust': 1, 'fear': 2, 'negative': 2, 'sadness': 2}","[('fear', 0.25), ('negative', 0.25), ('sadness', 0.25)]","{'fear': 0.25, 'anger': 0.125, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.125, 'joy': 0.0}",0.0,-1.4499999999999993,-1.9450000000000005,-0.152538833333331,116.145,2.4000000000000004,6.0,3.0,0.0,3.9341,"['tell', 'people', 'go', 'go', 'hell', 'die']","[('tell', 'people'), ('people', 'go'), ('go', 'go'), ('go', 'hell'), ('hell', 'die')]","[('tell', 'people', 'go'), ('people', 'go', 'go'), ('go', 'go', 'hell'), ('go', 'hell', 'die')]","['tell', 'people', 'go', 'go', 'hell', 'die']",-0.3136,0.1054,-0.11
Yea they are going to cut out your kidney and sell it if you go.,A little violent,1,4,2,0,25,yea going cut kidney sell go,set(),0,[],"[('yea', 'RB'), ('going', 'VBG'), ('cut', 'VBN'), ('kidney', 'NN'), ('sell', 'NN'), ('go', 'VB')]",{},{},"[('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]","{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",0.0,0.5166666666666693,-0.375,1.807411500000004,102.045,2.4000000000000004,6.0,3.0,0.0,5.560933333333333,"['yea', 'going', 'cut', 'kidney', 'sell', 'go']","[('yea', 'going'), ('going', 'cut'), ('cut', 'kidney'), ('kidney', 'sell'), ('sell', 'go')]","[('yea', 'going', 'cut'), ('going', 'cut', 'kidney'), ('cut', 'kidney', 'sell'), ('kidney', 'sell', 'go')]","['yea', 'go', 'cut', 'kidney', 'sell', 'go']",0.1136666666666666,0.0559999999999999,-0.0686666666666666
Death to capitalism,Non violent,0,4,2,1,27,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
Death to capitalism,A little violent,1,4,2,0,29,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
There can be not a single concession to fascism. Give a nazi your hand and he will take our entire arm and beat someone to death with it.,Non violent,0,4,3,1,30,single concession fascism give nazi hand take entire arm beat someone death,set(),0,[],"[('single', 'JJ'), ('concession', 'NN'), ('fascism', 'NN'), ('give', 'VBP'), ('nazi', 'JJ'), ('hand', 'NN'), ('take', 'VB'), ('entire', 'JJ'), ('arm', 'NN'), ('beat', 'NN'), ('someone', 'NN'), ('death', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",-0.0357142857142857,7.773333333333333,9.689999999999998,13.09279466666667,60.70500000000002,11.466666666666669,37.0,10.745966692414834,3.0,5.858533333333333,"['single', 'concession', 'fascism', 'give', 'nazi', 'hand', 'take', 'entire', 'arm', 'beat', 'someone', 'death']","[('single', 'concession'), ('concession', 'fascism'), ('fascism', 'give'), ('give', 'nazi'), ('nazi', 'hand'), ('hand', 'take'), ('take', 'entire'), ('entire', 'arm'), ('arm', 'beat'), ('beat', 'someone'), ('someone', 'death')]","[('single', 'concession', 'fascism'), ('concession', 'fascism', 'give'), ('fascism', 'give', 'nazi'), ('give', 'nazi', 'hand'), ('nazi', 'hand', 'take'), ('hand', 'take', 'entire'), ('take', 'entire', 'arm'), ('entire', 'arm', 'beat'), ('arm', 'beat', 'someone'), ('beat', 'someone', 'death')]","['single', 'concession', 'fascism', 'give', 'nazi', 'hand', 'take', 'entire', 'arm', 'beat', 'someone', 'death']",-0.0936666666666666,-0.0516666666666666,-0.0116666666666666
"If your vending machine is filled with civil war suits, dirty white asylum dresses and non-legendary weapons then no, I will not be closing your doors. I'm going to eat your damn tatos and kill your cow, too.",A little violent,1,4,3,1,30,vending machine filled civil war suits dirty white asylum dresses non-legendary weapons closing doors going eat damn tatos kill cow,set(),0,[],"[('vending', 'VBG'), ('machine', 'NN'), ('filled', 'VBN'), ('civil', 'JJ'), ('war', 'NN'), ('suits', 'NNS'), ('dirty', 'VBP'), ('white', 'JJ'), ('asylum', 'NN'), ('dresses', 'VBZ'), ('non-legendary', 'JJ'), ('weapons', 'NNS'), ('closing', 'NN'), ('doors', 'NNS'), ('going', 'VBG'), ('eat', 'NN'), ('damn', 'NN'), ('tatos', 'NN'), ('kill', 'NN'), ('cow', 'NN')]","{'machine': ['trust'], 'civil': ['positive'], 'war': ['fear', 'negative'], 'dirty': ['disgust', 'negative'], 'white': ['anticipation', 'joy', 'positive', 'trust'], 'asylum': ['fear', 'negative'], 'eat': ['positive'], 'damn': ['anger', 'disgust', 'negative'], 'kill': ['fear', 'negative', 'sadness']}","{'trust': 2, 'positive': 3, 'fear': 3, 'negative': 5, 'disgust': 2, 'anticipation': 1, 'joy': 1, 'anger': 1, 'sadness': 1}","[('negative', 0.2631578947368421)]","{'fear': 0.15789473684210525, 'anger': 0.05263157894736842, 'anticip': 0.0, 'trust': 0.10526315789473684, 'surprise': 0.0, 'positive': 0.15789473684210525, 'negative': 0.2631578947368421, 'sadness': 0.05263157894736842, 'disgust': 0.10526315789473684, 'joy': 0.05263157894736842, 'anticipation': 0.05263157894736842}",-0.0833333333333333,12.26666666666667,13.965714285714284,13.86949033333334,44.52000000000001,12.20952380952381,49.57142857142857,10.745966692414834,6.0,10.816361904761903,"['vending', 'machine', 'filled', 'civil', 'war', 'suits', 'dirty', 'white', 'asylum', 'dresses', 'non', 'legendary', 'weapons', 'closing', 'doors', 'going', 'eat', 'damn', 'tatos', 'kill', 'cow']","[('vending', 'machine'), ('machine', 'filled'), ('filled', 'civil'), ('civil', 'war'), ('war', 'suits'), ('suits', 'dirty'), ('dirty', 'white'), ('white', 'asylum'), ('asylum', 'dresses'), ('dresses', 'non'), ('non', 'legendary'), ('legendary', 'weapons'), ('weapons', 'closing'), ('closing', 'doors'), ('doors', 'going'), ('going', 'eat'), ('eat', 'damn'), ('damn', 'tatos'), ('tatos', 'kill'), ('kill', 'cow')]","[('vending', 'machine', 'filled'), ('machine', 'filled', 'civil'), ('filled', 'civil', 'war'), ('civil', 'war', 'suits'), ('war', 'suits', 'dirty'), ('suits', 'dirty', 'white'), ('dirty', 'white', 'asylum'), ('white', 'asylum', 'dresses'), ('asylum', 'dresses', 'non'), ('dresses', 'non', 'legendary'), ('non', 'legendary', 'weapons'), ('legendary', 'weapons', 'closing'), ('weapons', 'closing', 'doors'), ('closing', 'doors', 'going'), ('doors', 'going', 'eat'), ('going', 'eat', 'damn'), ('eat', 'damn', 'tatos'), ('damn', 'tatos', 'kill'), ('tatos', 'kill', 'cow')]","['vend', 'machine', 'fill', 'civil', 'war', 'suit', 'dirty', 'white', 'asylum', 'dress', 'non', 'legendary', 'weapon', 'close', 'door', 'go', 'eat', 'damn', 'tatos', 'kill', 'cow']",-0.1398333333333333,0.0748333333333333,0.0354166666666666
Because people are stupid and those stupid people get shot,A little violent,1,4,3,0,31,people stupid stupid people get shot,set(),0,[],"[('people', 'NNS'), ('stupid', 'JJ'), ('stupid', 'JJ'), ('people', 'NNS'), ('get', 'VBP'), ('shot', 'JJ')]","{'stupid': ['negative'], 'shot': ['anger', 'fear', 'negative', 'sadness', 'surprise']}","{'negative': 3, 'anger': 1, 'fear': 1, 'sadness': 1, 'surprise': 1}","[('negative', 0.42857142857142855)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.42857142857142855, 'sadness': 0.14285714285714285, 'disgust': 0.0, 'joy': 0.0}",-0.7999999999999999,2.4833333333333343,5.905000000000001,9.647212833333338,87.94500000000002,2.4000000000000004,6.0,3.0,0.0,5.560933333333333,"['people', 'stupid', 'stupid', 'people', 'get', 'shot']","[('people', 'stupid'), ('stupid', 'stupid'), ('stupid', 'people'), ('people', 'get'), ('get', 'shot')]","[('people', 'stupid', 'stupid'), ('stupid', 'stupid', 'people'), ('stupid', 'people', 'get'), ('people', 'get', 'shot')]","['people', 'stupid', 'stupid', 'people', 'get', 'shoot']",-0.1895,0.127,-0.0319999999999999
Upvote or I'll shoot you,A little violent,1,4,3,0,31,upvote shoot,set(),0,[],"[('upvote', 'JJ'), ('shoot', 'NN')]","{'shoot': ['anger', 'fear', 'negative']}","{'anger': 1, 'fear': 1, 'negative': 1}","[('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]","{'fear': 0.3333333333333333, 'anger': 0.3333333333333333, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",0.0,2.890000000000004,5.475000000000001,1.7447365000000057,77.90500000000002,0.8,2.0,3.0,0.0,7.9942,"['upvote', 'shoot']","[('upvote', 'shoot')]",[],"['upvote', 'shoot']",-0.816,0.852,0.25
"If your vending machine is filled with civil war suits, dirty white asylum dresses and non-legendary weapons then no, I will not be closing your doors. I'm going to eat your damn tatos and kill your cow, too.",A little violent,1,4,3,0,31,vending machine filled civil war suits dirty white asylum dresses non-legendary weapons closing doors going eat damn tatos kill cow,set(),0,[],"[('vending', 'VBG'), ('machine', 'NN'), ('filled', 'VBN'), ('civil', 'JJ'), ('war', 'NN'), ('suits', 'NNS'), ('dirty', 'VBP'), ('white', 'JJ'), ('asylum', 'NN'), ('dresses', 'VBZ'), ('non-legendary', 'JJ'), ('weapons', 'NNS'), ('closing', 'NN'), ('doors', 'NNS'), ('going', 'VBG'), ('eat', 'NN'), ('damn', 'NN'), ('tatos', 'NN'), ('kill', 'NN'), ('cow', 'NN')]","{'machine': ['trust'], 'civil': ['positive'], 'war': ['fear', 'negative'], 'dirty': ['disgust', 'negative'], 'white': ['anticipation', 'joy', 'positive', 'trust'], 'asylum': ['fear', 'negative'], 'eat': ['positive'], 'damn': ['anger', 'disgust', 'negative'], 'kill': ['fear', 'negative', 'sadness']}","{'trust': 2, 'positive': 3, 'fear': 3, 'negative': 5, 'disgust': 2, 'anticipation': 1, 'joy': 1, 'anger': 1, 'sadness': 1}","[('negative', 0.2631578947368421)]","{'fear': 0.15789473684210525, 'anger': 0.05263157894736842, 'anticip': 0.0, 'trust': 0.10526315789473684, 'surprise': 0.0, 'positive': 0.15789473684210525, 'negative': 0.2631578947368421, 'sadness': 0.05263157894736842, 'disgust': 0.10526315789473684, 'joy': 0.05263157894736842, 'anticipation': 0.05263157894736842}",-0.0833333333333333,12.26666666666667,13.965714285714284,13.86949033333334,44.52000000000001,12.20952380952381,49.57142857142857,10.745966692414834,6.0,10.816361904761903,"['vending', 'machine', 'filled', 'civil', 'war', 'suits', 'dirty', 'white', 'asylum', 'dresses', 'non', 'legendary', 'weapons', 'closing', 'doors', 'going', 'eat', 'damn', 'tatos', 'kill', 'cow']","[('vending', 'machine'), ('machine', 'filled'), ('filled', 'civil'), ('civil', 'war'), ('war', 'suits'), ('suits', 'dirty'), ('dirty', 'white'), ('white', 'asylum'), ('asylum', 'dresses'), ('dresses', 'non'), ('non', 'legendary'), ('legendary', 'weapons'), ('weapons', 'closing'), ('closing', 'doors'), ('doors', 'going'), ('going', 'eat'), ('eat', 'damn'), ('damn', 'tatos'), ('tatos', 'kill'), ('kill', 'cow')]","[('vending', 'machine', 'filled'), ('machine', 'filled', 'civil'), ('filled', 'civil', 'war'), ('civil', 'war', 'suits'), ('war', 'suits', 'dirty'), ('suits', 'dirty', 'white'), ('dirty', 'white', 'asylum'), ('white', 'asylum', 'dresses'), ('asylum', 'dresses', 'non'), ('dresses', 'non', 'legendary'), ('non', 'legendary', 'weapons'), ('legendary', 'weapons', 'closing'), ('weapons', 'closing', 'doors'), ('closing', 'doors', 'going'), ('doors', 'going', 'eat'), ('going', 'eat', 'damn'), ('eat', 'damn', 'tatos'), ('damn', 'tatos', 'kill'), ('tatos', 'kill', 'cow')]","['vend', 'machine', 'fill', 'civil', 'war', 'suit', 'dirty', 'white', 'asylum', 'dress', 'non', 'legendary', 'weapon', 'close', 'door', 'go', 'eat', 'damn', 'tatos', 'kill', 'cow']",-0.1398333333333333,0.0748333333333333,0.0354166666666666
"😅😅😅 

Stop posting or he's going to kill you",A little violent,1,4,1,0,32,sweat smilesweat smilesweat smile stop posting going kill,{'😅'},3,[],"[('sweat', 'NN'), ('smilesweat', 'NN'), ('smilesweat', 'NN'), ('smile', 'JJ'), ('stop', 'NN'), ('posting', 'VBG'), ('going', 'VBG'), ('kill', 'NN')]","{'sweat': ['fear'], 'smile': ['joy', 'positive', 'surprise', 'trust'], 'kill': ['fear', 'negative', 'sadness']}","{'fear': 2, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.25)]","{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.125, 'surprise': 0.125, 'positive': 0.125, 'negative': 0.125, 'sadness': 0.125, 'disgust': 0.0, 'joy': 0.125}",0.3,6.705000000000002,12.0075,17.249854749999997,61.240000000000016,13.2,45.5,10.745966692414834,3.0,6.31805,"['sweat', 'smilesweat', 'smilesweat', 'smile', 'stop', 'posting', 'going', 'kill']","[('sweat', 'smilesweat'), ('smilesweat', 'smilesweat'), ('smilesweat', 'smile'), ('smile', 'stop'), ('stop', 'posting'), ('posting', 'going'), ('going', 'kill')]","[('sweat', 'smilesweat', 'smilesweat'), ('smilesweat', 'smilesweat', 'smile'), ('smilesweat', 'smile', 'stop'), ('smile', 'stop', 'posting'), ('stop', 'posting', 'going'), ('posting', 'going', 'kill')]","['sweat', 'smilesweat', 'smilesweat', 'smile', 'stop', 'post', 'go', 'kill']",-0.1399999999999999,0.3928,0.0563999999999999
The PETA militia will murder you,Non violent,0,4,1,0,32,peta militia murder,set(),0,['PETA'],"[('peta', 'NN'), ('militia', 'NN'), ('murder', 'NN')]","{'militia': ['anger', 'fear', 'negative', 'sadness'], 'murder': ['anger', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 2, 'fear': 2, 'negative': 2, 'sadness': 2, 'disgust': 1, 'surprise': 1}","[('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2)]","{'fear': 0.2, 'anger': 0.2, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.1, 'positive': 0.0, 'negative': 0.2, 'sadness': 0.2, 'disgust': 0.1, 'joy': 0.0}",0.0,13.113333333333332,6.760000000000002,7.655925000000003,6.390000000000002,14.533333333333331,36.333333333333336,8.477225575051662,1.0,10.675466666666663,"['peta', 'militia', 'murder']","[('peta', 'militia'), ('militia', 'murder')]","[('peta', 'militia', 'murder')]","['peta', 'militia', 'murder']",-0.543,0.671,0.384
You die,A little violent,1,4,1,0,32,die,set(),0,[],"[('die', 'NN')]","{'die': ['fear', 'negative', 'sadness']}","{'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]","{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",0.0,-3.3999999999999986,-6.800000000000001,-27.748531,121.22,0.4,1.0,3.0,0.0,3.6861,['die'],[],[],['die'],0.0,0.0,0.0
Death to capitalism,A little violent,1,4,1,0,32,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
